osm_type,osm_id,name,name_en,name_km,category,subtype,activities,lat,lon,province,city,address,website,phone,wikipedia,wikidata,description,opening_hours,fee,all_tags_json
node,4466794291,Shooting Range,Shooting Range,,attraction,attraction,,11.528391,104.82096,,,,,,,,,,,"{""name:en"": ""Shooting Range"", ""tourism"": ""attraction""}"
node,4466834789,Korean Missionary Society,Korean Missionary Society,សមាគមអ្នកផ្សព្វផ្សាយសាសនាកូរ៉េ,cultural,place_of_worship,,11.6001998,104.8648985,,,,,,,,,,,"{""amenity"": ""place_of_worship"", ""name:en"": ""Korean Missionary Society"", ""name:km"": ""សមាគមអ្នកផ្សព្វផ្សាយសាសនាកូរ៉េ""}"
node,4466835589,St. Peter and St. Paul Catholic Church,St. Peter and St. Paul Catholic Church,វិហារកាតូលិក,cultural,place_of_worship,,11.588285,104.8528464,,,,,,,,,,,"{""amenity"": ""place_of_worship"", ""name:en"": ""St. Peter and St. Paul Catholic Church"", ""name:km"": ""វិហារកាតូលិក"", ""religion"": ""christian""}"
node,4466856389,Hip Tin Temple,Hip Tin Temple,,cultural,place_of_worship,,11.6605458,104.8620901,,,,,,,,,,,"{""amenity"": ""place_of_worship"", ""name:en"": ""Hip Tin Temple""}"
node,4467204691,Leu Pagoda,Leu Pagoda,,cultural,place_of_worship,,10.640506,104.86046,,,,,,,,,,,"{""amenity"": ""place_of_worship"", ""name"": ""Leu Pagoda"", ""name:en"": ""Leu Pagoda""}"
node,4467204692,East Ta Nhean Temple,East Ta Nhean Temple,,cultural,place_of_worship,,10.640971,104.86006,,,,,,,,,,,"{""amenity"": ""place_of_worship"", ""name"": ""East Ta Nhean Temple"", ""name:en"": ""East Ta Nhean Temple""}"
node,4467206190,pagoda,Kampul Ta Nun Temple,,cultural,place_of_worship,,10.637524,104.8574,,,,,,,,,,,"{""amenity"": ""place_of_worship"", ""name"": ""pagoda"", ""name:en"": ""Kampul Ta Nun Temple""}"
node,4467210090,West Ta Nhean Temple,West Ta Nhean Temple,,cultural,place_of_worship,,10.641652,104.85966,,,,,,,,,,,"{""amenity"": ""place_of_worship"", ""name"": ""West Ta Nhean Temple"", ""name:en"": ""West Ta Nhean Temple""}"
node,4467210091,Prey Pe'ei Pagoda,Prey Pe'ei Pagoda,,cultural,place_of_worship,,10.9347131,104.730015,,,,,,,,,,,"{""amenity"": ""place_of_worship"", ""name:en"": ""Prey Pe'ei Pagoda"", ""religion"": ""buddhist""}"
node,4467210190,ប្រាសាទភ្នំបាយ៉ង់,Phnom Bayong Temple,ប្រាសាទភ្នំបាយ៉ង់,cultural,archaeological_site,,10.6412136,104.8431799,,,,,,,,,,,"{""archaeological_site"": ""temple"", ""historic"": ""archaeological_site"", ""historic:civilization"": ""pre-Angkorian"", ""name"": ""ប្រាសាទភ្នំបាយ៉ង់"", ""name:en"": ""Phnom Bayong Temple"", ""name:es"": ""Templo Phnom Bayóng"", ""name:km"": ""ប្រាសាទភ្នំបាយ៉ង់""}"
node,4467215889,Chruos Phaok Waterfall,Chruos Phaok Waterfall,,attraction,attraction,,10.628483,104.85845,,,,,,,,,,,"{""name"": ""Chruos Phaok Waterfall"", ""name:en"": ""Chruos Phaok Waterfall"", ""tourism"": ""attraction""}"
node,4467215989,Preak Kou Temple,Preak Kou Temple,,cultural,place_of_worship,,10.639175,104.84624,,,,,,,,,,,"{""amenity"": ""place_of_worship"", ""name"": ""Preak Kou Temple"", ""name:en"": ""Preak Kou Temple""}"
node,4467225689,Latter Day Saints,Latter Day Saints,សាសនាចក្រនៃព្រះយេស៊ូវគ្រីស្ទនៃពួកបរិសុទ្ធថ្ងៃចុងក្រោយ,cultural,place_of_worship,,11.4757324,104.9483052,,,,,,,,,,,"{""amenity"": ""place_of_worship"", ""name:en"": ""Latter Day Saints"", ""name:km"": ""សាសនាចក្រនៃព្រះយេស៊ូវគ្រីស្ទនៃពួកបរិសុទ្ធថ្ងៃចុងក្រោយ"", ""religion"": ""christian""}"
node,4474516289,Angkor Ballon,Angkor Balloon,អង្គរបាឡូន,attraction,attraction,,13.4136478,103.8500524,,,"1 km west of Angkor Wat Entrance, Siem Reap Camboya",,,,,,,,"{""addr:street"": ""1 km west of Angkor Wat Entrance, Siem Reap Camboya"", ""name"": ""Angkor Ballon"", ""name:en"": ""Angkor Balloon"", ""name:es"": ""globo Aerostático"", ""name:km"": ""អង្គរបាឡូន"", ""tourism"": ""attraction""}"
node,4493451191,រង្វង់មូលគោព្រៃ,Kouprey Roundabout,,cultural,monument,,12.4601884,107.1857628,,,,,,,,,,,"{""historic"": ""monument"", ""name"": ""រង្វង់មូលគោព្រៃ"", ""name:en"": ""Kouprey Roundabout""}"
node,4493451289,នាងនាគ,Apsara Statue,,cultural,monument,,13.3616936,103.8598813,,,,,,,,,,,"{""historic"": ""monument"", ""image"": ""https://images.mapillary.com/wDfdRJmKoOru5vnpOQVsvQ/thumb-2048.jpg"", ""mapillary"": ""776959836292967"", ""name"": ""នាងនាគ"", ""name:en"": ""Apsara Statue""}"
node,4496979301,ICF Cambodia Office,ICF Cambodia Office,ការិយាល័យ អាយស៊ីអេហ្វកម្ពុជា។,cultural,place_of_worship,,13.3652724,103.8327001,,Siem Reap,ICF Road,https://www.icf-cambodia.com/,,,,,,,"{""addr:city"": ""Siem Reap"", ""addr:country"": ""KH"", ""addr:street"": ""ICF Road"", ""amenity"": ""place_of_worship"", ""building"": ""church"", ""name"": ""ICF Cambodia Office"", ""name:de"": ""ICF Kambodscha Office"", ""name:en"": ""ICF Cambodia Office"", ""name:km"": ""ការិយាល័យ អាយស៊ីអេហ្វកម្ពុជា។"", ""religion"": ""christian"", ""website"": ""https://www.icf-cambodia.com/""}"
node,4502551993,Preah Vihear Ticket Boothe,Preah Vihear Ticket Boothe,,attraction,attraction,,14.3790458,104.6684702,,,,,,,,,,,"{""name:en"": ""Preah Vihear Ticket Boothe"", ""name:zh"": ""បញ្ជរសំបុត្រព្រះវិហារ"", ""tourism"": ""attraction""}"
node,4505098494,វត្តតាគោក,Wat Ta Kok,,cultural,place_of_worship,,11.1835067,105.392339,,,,,,,,,,,"{""amenity"": ""place_of_worship"", ""name"": ""វត្តតាគោក"", ""name:en"": ""Wat Ta Kok"", ""religion"": ""buddhist""}"
node,4508809735,Fish,,,cultural,monument,,10.6267493,103.5115357,,,,,,,,,,,"{""historic"": ""monument"", ""name"": ""Fish"", ""source"": ""Esri""}"
node,4509993089,Phnom Banan Ticket Booth,Phnom Banan Ticket Booth,,attraction,attraction,,12.9513628,103.1436702,,,,,,,,,,,"{""barrier"": ""toll_booth"", ""name:en"": ""Phnom Banan Ticket Booth"", ""tourism"": ""attraction""}"
node,4511460989,River view point,River view point,,attraction,viewpoint,,12.5515429,106.0076363,,,,,,,,,,,"{""name:en"": ""River view point"", ""tourism"": ""viewpoint""}"
node,4511604292,HELICOPTER LANDING dBB2 SVAY CHEAK,HELICOPTER LANDING dBB2 SVAY CHEAK,,attraction,attraction,,13.8019327,102.9631733,,,,,,,,,,,"{""name:en"": ""HELICOPTER LANDING dBB2 SVAY CHEAK"", ""tourism"": ""attraction""}"
node,4513813891,eco global museum,eco global museum,,cultural,museum,,14.2824698,104.7155898,,,,,,,,,,,"{""internet_access"": ""wlan"", ""name:en"": ""eco global museum"", ""tourism"": ""museum""}"
node,4513827590,eco museum,eco museum,,cultural,museum,,14.2855341,104.7127277,,,,,,,,,,,"{""internet_access"": ""wlan"", ""name:en"": ""eco museum"", ""tourism"": ""museum""}"
node,4523445939,វិមានឯករាជ្យ ក្រុងព្រះសីហនុ,,,cultural,memorial,,10.6309562,103.5068723,,,,,,,,,,,"{""historic"": ""memorial"", ""name"": ""វិមានឯករាជ្យ ក្រុងព្រះសីហនុ""}"
node,4526476189,Floating village breeding crocodiles,Floating village breeding crocodiles,,attraction,attraction,,13.3524762,103.5096725,,,,,,,,,,,"{""name:en"": ""Floating village breeding crocodiles"", ""tourism"": ""attraction""}"
node,4536996090,"Reef, Snorkeling","Reef, Snorkeling",,attraction,attraction,,10.4266415,103.78798,,,,,,,,,,,"{""name:en"": ""Reef, Snorkeling"", ""tourism"": ""attraction""}"
node,4551279678,Wat Thom Kre,,,cultural,place_of_worship,,12.73532,106.1907015,,,,,,,,,,,"{""amenity"": ""place_of_worship"", ""name"": ""Wat Thom Kre"", ""religion"": ""buddhist""}"
node,4551623790,Pier to Battambang,Pier to Battambang,,attraction,attraction,,13.2714479,103.8225617,,,,,,,,,,,"{""name:en"": ""Pier to Battambang"", ""name:es"": ""Muelle barco a Batabang"", ""tourism"": ""attraction""}"
node,4553156090,Bakheng,Bakheng,,attraction,viewpoint,,13.4235453,103.8575289,,,,,,,,,,,"{""name:de"": ""Ankor Wat Viewpoint"", ""name:en"": ""Bakheng"", ""name:zh"": ""巴肯山"", ""tourism"": ""viewpoint""}"
node,4554959791,Artwork Gallery,Artwork Gallery,សាលវិចិត្រ,cultural,gallery,,13.3564104,103.8540101,,Siem Reap,,,,,,,,,"{""addr:city"": ""Siem Reap"", ""addr:country"": ""KH"", ""name"": ""Artwork Gallery"", ""name:en"": ""Artwork Gallery"", ""name:km"": ""សាលវិចិត្រ"", ""tourism"": ""gallery""}"
node,4558160393,Samrith Home,Samrith Home,,attraction,viewpoint,,12.654703,102.97464,,,,,,,,,,,"{""name:en"": ""Samrith Home"", ""tourism"": ""viewpoint""}"
node,4562938489,"Dam viewpoint (no view, overgrown)","Dam viewpoint (no view, overgrown)",,attraction,viewpoint,,10.5003411,104.3052701,,,,,,,,,,,"{""name:en"": ""Dam viewpoint (no view, overgrown)"", ""tourism"": ""viewpoint""}"
node,4563978295,Escape60,Escape60,,attraction,attraction,,11.5336578,104.9159005,,,ផ្លូវ ១៤៧,https://escape60pp.com,+85598481210,,,,Mo-Su 09:00-20:00,,"{""addr:housenumber"": ""9C"", ""addr:street"": ""ផ្លូវ ១៤៧"", ""email"": ""info@escape60pp.com"", ""name:en"": ""Escape60"", ""opening_hours"": ""Mo-Su 09:00-20:00"", ""phone"": ""+85598481210"", ""tourism"": ""attraction"", ""website"": ""https://escape60pp.com""}"
node,4564517089,វត្តសុវណ្ណគិរីវ័ន្ត,Sovann Kirivoan Pagoda,,cultural,place_of_worship,,12.2515629,104.6317657,,,,,,,,,,,"{""amenity"": ""place_of_worship"", ""name"": ""វត្តសុវណ្ណគិរីវ័ន្ត"", ""name:en"": ""Sovann Kirivoan Pagoda"", ""religion"": ""buddhist""}"
node,4566036689,វត្តកំពង់ពិល,Kampong Pil Pagoda,,cultural,place_of_worship,,13.0492114,103.1972634,,,,,,,,,,,"{""addr:postcode"": ""02060"", ""amenity"": ""place_of_worship"", ""name"": ""វត្តកំពង់ពិល"", ""name:en"": ""Kampong Pil Pagoda"", ""name:es"": ""Templeo"", ""name:th"": ""វត្តកំពង់ពិល"", ""religion"": ""buddhist""}"
node,4571119393,Pert church micro cell,Pert church micro cell,,cultural,place_of_worship,,12.5413467,107.4295304,,,,,,,,,,,"{""amenity"": ""place_of_worship"", ""name:en"": ""Pert church micro cell""}"
node,4574521177,អតីតរោងភាពយន្តលុច្ស,Former Lux Cinema,,attraction,attraction,,11.5679207,104.9251213,,Phnom Penh,មហាវិថី ព្រះនរោត្តម (៤១),,,,,Designed in the late 1930s by architect Roger Colne,,,"{""addr:city"": ""Phnom Penh"", ""addr:street"": ""មហាវិថី ព្រះនរោត្តម (៤១)"", ""demolished:amenity"": ""cinema"", ""description"": ""Designed in the late 1930s by architect Roger Colne"", ""name"": ""អតីតរោងភាពយន្តលុច្ស"", ""name:en"": ""Former Lux Cinema"", ""tourism"": ""attraction""}"
node,4574521185,អតីតរោងភាពយន្តសូរីយា,Former Sorya Cinema,,attraction,attraction,,11.5678682,104.9201449,,Phnom Penh,ផ្លូវ ១៤២,,,,,,,,"{""addr:city"": ""Phnom Penh"", ""addr:street"": ""ផ្លូវ ១៤២"", ""alt_name:en"": ""Former Soriya Cinema"", ""demolished:amenity"": ""cinema"", ""name"": ""អតីតរោងភាពយន្តសូរីយា"", ""name:en"": ""Former Sorya Cinema"", ""tourism"": ""attraction""}"
node,4574522290,អតីតរោងភាពយន្ត ព្រហ្មបាយ័ន,Former Prom Bayon Cinema,,attraction,attraction,,11.567805,104.9260514,,Phnom Penh,វិថី តេជោ តំដិន (១៥៤),,,,,,,,"{""addr:city"": ""Phnom Penh"", ""addr:street"": ""វិថី តេជោ តំដិន (១៥៤)"", ""alt_name:en"": ""Former Prum Bayon Cinema"", ""demolished:amenity"": ""cinema"", ""name"": ""អតីតរោងភាពយន្ត ព្រហ្មបាយ័ន"", ""name:en"": ""Former Prom Bayon Cinema"", ""tourism"": ""attraction""}"
node,4574522296,អតីតរោងភាពយន្តវិមានទិព្,Former Vimean Tip Cinema,,attraction,attraction,,11.5589122,104.9203418,,Phnom Penh,មហាវិថី ព្រះមុនីវង្ស (៩៣),,,,,,,,"{""addr:city"": ""Phnom Penh"", ""addr:street"": ""មហាវិថី ព្រះមុនីវង្ស (៩៣)"", ""alt_name:en"": ""Former Vimantip Cinema;Former Vimean Teap Cinema;Former People Cinema"", ""demolished:amenity"": ""cinema"", ""name"": ""អតីតរោងភាពយន្តវិមានទិព្"", ""name:en"": ""Former Vimean Tip Cinema"", ""tourism"": ""attraction""}"
node,4574522299,អតីតរោងភាពយន្ត បូក គោ,Former Bokor Cinema,,attraction,attraction,,11.5443688,104.9213621,,Phnom Penh,មហាវិថី ម៉ៅសេទុង (២៤៥),,,,,Built around 1967,,,"{""addr:city"": ""Phnom Penh"", ""addr:street"": ""មហាវិថី ម៉ៅសេទុង (២៤៥)"", ""alt_name:en"": ""Former Bokkor Cinema"", ""demolished:amenity"": ""cinema"", ""description"": ""Built around 1967"", ""name"": ""អតីតរោងភាពយន្ត បូក គោ"", ""name:en"": ""Former Bokor Cinema"", ""tourism"": ""attraction""}"
node,4574522303,អតីតរោងភាពយន្តគិរីរម្យ,Former Kirirom Cinema,,attraction,attraction,,11.5554079,104.9163256,,Phnom Penh,មហាវិថី ព្រះសីហនុ (២៧៤),,,,,,,,"{""addr:city"": ""Phnom Penh"", ""addr:street"": ""មហាវិថី ព្រះសីហនុ (២៧៤)"", ""alt_name:en"": ""Former Kolab Phnom Penh Cinema"", ""demolished:amenity"": ""cinema"", ""name"": ""អតីតរោងភាពយន្តគិរីរម្យ"", ""name:en"": ""Former Kirirom Cinema"", ""name:zh-Hans"": ""前基利隆大戏院"", ""name:zh-Hant"": ""前基利隆大戲院"", ""tourism"": ""attraction""}"
node,4576642691,Barseat temple,Barseat temple,,cultural,place_of_worship,,13.1176297,103.3057205,,,,,,,,,,,"{""amenity"": ""place_of_worship"", ""name:de"": ""Barseat Tempel"", ""name:en"": ""Barseat temple"", ""religion"": ""buddhist""}"
node,4576659694,High Point Zip Line,,,attraction,attraction,,10.6638678,103.2718178,,,,,,,,,,,"{""name"": ""High Point Zip Line"", ""tourism"": ""attraction""}"
node,4577247197,Wat Okdom Ratanaram (Wat Ocheng),Wat Okdom Ratanaram (Wat Ocheng),,cultural,place_of_worship,,13.6742241,106.9354679,,,,,,,,,,,"{""amenity"": ""place_of_worship"", ""check_date"": ""2024-07-06"", ""name:en"": ""Wat Okdom Ratanaram (Wat Ocheng)"", ""religion"": ""buddhist""}"
node,4578451392,Boeng Chhouk Swimming Pool (Water Park),Boeng Chhouk Swimming Pool (Water Park),,attraction,attraction,,13.6141611,103.0028975,,,National Highway 6,,010606969,,,,Mo-Su 09:00-22:00,,"{""addr:street"": ""National Highway 6"", ""leisure"": ""water_park"", ""name:en"": ""Boeng Chhouk Swimming Pool (Water Park)"", ""opening_hours"": ""Mo-Su 09:00-22:00"", ""phone"": ""010606969"", ""tourism"": ""attraction""}"
node,4592264189,Bible Baptist Church - Russey Keo,Bible Baptist Church - Russey Keo,ព្រះវិហារបាទីស្ទ-ឬស្សីកែវ,cultural,place_of_worship,,11.6169103,104.9088169,,,,,,,,,,,"{""amenity"": ""place_of_worship"", ""name:en"": ""Bible Baptist Church - Russey Keo"", ""name:km"": ""ព្រះវិហារបាទីស្ទ-ឬស្សីកែវ""}"
node,4592264489,Bible Baptist Church - Boueng Salang,Bible Baptist Church - Boueng Salang,,cultural,place_of_worship,,11.5526896,104.8937345,,,ផ្លូវ ៣៧៤,,,,,,,,"{""addr:housenumber"": ""40A"", ""addr:postcode"": ""12000"", ""addr:street"": ""ផ្លូវ ៣៧៤"", ""amenity"": ""place_of_worship"", ""name:en"": ""Bible Baptist Church - Boueng Salang"", ""religion"": ""christian""}"
node,4592319790,L'vea Aem Baptist Church,L'vea Aem Baptist Church,,cultural,place_of_worship,,11.555333,105.0126407,,,,,,,,,,,"{""amenity"": ""place_of_worship"", ""name:en"": ""L'vea Aem Baptist Church""}"
node,4597686502,Kep butterfly garden,,,attraction,attraction,,10.4956236,104.3033157,,,,,,,,,,,"{""name"": ""Kep butterfly garden"", ""name:fr"": ""Ferme à papillon"", ""tourism"": ""attraction""}"
node,4601922321,Tada Waterfall,,,attraction,attraction,,10.6746218,104.1006301,,,,,,,,,,,"{""name"": ""Tada Waterfall"", ""tourism"": ""attraction""}"
node,4602646067,ព្រះវិហារដំណឹងល្អ,Gospel Church,ព្រះវិហារដំណឹងល្អ,cultural,place_of_worship,,11.4050442,104.8966436,,,,,,,,,,,"{""amenity"": ""place_of_worship"", ""denomination"": ""evangelical"", ""name"": ""ព្រះវិហារដំណឹងល្អ"", ""name:en"": ""Gospel Church"", ""name:km"": ""ព្រះវិហារដំណឹងល្អ""}"
node,4605247589,Preah Nimith Waterfall,Preah Nimith Waterfall,,attraction,viewpoint,,13.9506178,105.8871565,,,,,,,,,,,"{""alt_name"": ""Sopheak Mith Waterfall"", ""direction"": ""25"", ""name:en"": ""Preah Nimith Waterfall"", ""tourism"": ""viewpoint"", ""waterway"": ""waterfall""}"
node,4608976689,Sunset Spot & Picnic,Sunset Spot & Picnic,,attraction,attraction,,13.4310041,103.7235106,,,ផ្លូវជាតិលេខ៦,http://www.sunset-picnic.com,+85512221672,,,,24/7,,"{""addr:street"": ""ផ្លូវជាតិលេខ៦"", ""email"": ""sunset-spot@hotmail.com"", ""name:en"": ""Sunset Spot & Picnic"", ""opening_hours"": ""24/7"", ""phone"": ""+85512221672"", ""tourism"": ""attraction"", ""website"": ""http://www.sunset-picnic.com""}"
node,4613031690,Bat Cave,,,nature,attraction,caving,10.5654057,104.2844665,,,,,,,,,,,"{""name"": ""Bat Cave"", ""natural"": ""cave_entrance"", ""tourism"": ""attraction""}"
node,4613042191,La Plantation Pepper Farm,La Plantation Pepper Farm,,attraction,attraction,,10.6119527,104.3160706,,,,,,,,,,,"{""name:en"": ""La Plantation Pepper Farm"", ""tourism"": ""attraction""}"
node,4623312989,Temple Pagoda Psar Kandal,Temple Pagoda Psar Kandal,,cultural,place_of_worship,,13.6380252,102.5918926,,,,,,,,,,,"{""amenity"": ""place_of_worship"", ""name:en"": ""Temple Pagoda Psar Kandal""}"
node,4625164191,Ship wreck,Ship wreck,,adventure,pitch,diving,10.62195,103.30635,,,,,,,,,,,"{""leisure"": ""pitch"", ""name:en"": ""Ship wreck"", ""scuba_diving:divespot"": ""yes"", ""sport"": ""scuba_diving""}"
node,4627857119,A pair of elephants.,A pair of elephants.,,cultural,monument,,10.7099623,103.8179623,,,,,,,,,,,"{""historic"": ""monument"", ""name:en"": ""A pair of elephants."", ""name:ru"": ""Два слона - большой и маленький.""}"
node,4634099591,Romcheik 5 Art Space Gallery,Romcheik 5 Art Space Gallery,,cultural,artwork,,13.0990581,103.2036114,,,,,,,,,Mo-Su 14:00-19:00,,"{""name:en"": ""Romcheik 5 Art Space Gallery"", ""name:fr"": ""Romcheik 5 Galerie d'Art"", ""opening_hours"": ""Mo-Su 14:00-19:00"", ""tourism"": ""artwork""}"
node,4637253407,Phnom Banan,,,nature,peak,hiking,12.951166,103.1336293,,,,,,,,,,,"{""name"": ""Phnom Banan"", ""natural"": ""peak""}"
node,4641363990,វត្តតាព្រះ,,,cultural,place_of_worship,,11.251134,104.658156,,,,,,,,,,,"{""amenity"": ""place_of_worship"", ""name"": ""វត្តតាព្រះ"", ""religion"": ""buddhist""}"
node,4646432089,Kampot Viewpoint,,,attraction,viewpoint,,10.5005597,104.2978409,,,,,,,,,,,"{""ele"": ""121"", ""name"": ""Kampot Viewpoint"", ""tourism"": ""viewpoint""}"
node,4646437091,Bayong Stair point,Bayong Stair point,,attraction,attraction,,10.6410067,104.8447241,,,,,,,,,,,"{""name"": ""Bayong Stair point"", ""name:en"": ""Bayong Stair point"", ""tourism"": ""attraction""}"
node,4650869790,Boat tour,Boat tour,,attraction,attraction,,13.0778745,102.9767253,,,,,+855964930503,,,,,,"{""name:en"": ""Boat tour"", ""phone"": ""+855964930503"", ""tourism"": ""attraction""}"
node,4654008337,Louk Taa Konsaeng Krohom,,លោកតាកន្សែងក្រហម,cultural,place_of_worship,,12.3050862,107.0794007,,,,,,,,,,,"{""amenity"": ""place_of_worship"", ""name"": ""Louk Taa Konsaeng Krohom"", ""name:km"": ""លោកតាកន្សែងក្រហម""}"
node,4658680390,Village Cemetary,Village Cemetary,,attraction,attraction,,13.737893,107.0167169,,,,,,,,,,,"{""name:en"": ""Village Cemetary"", ""tourism"": ""attraction""}"
node,4664684190,វត្តវាលពួច,Veal Puoch Pagoda,វត្តវាលពួច,cultural,place_of_worship,,10.6097247,104.1288777,,,,,,,,,,,"{""amenity"": ""place_of_worship"", ""name"": ""វត្តវាលពួច"", ""name:en"": ""Veal Puoch Pagoda"", ""name:es"": ""Vóat Víel Púoch"", ""name:km"": ""វត្តវាលពួច"", ""religion"": ""buddhist""}"
node,4664718290,ផ្ទះហួតស៊ីុវេ,,,cultural,place_of_worship,,12.9227392,105.1701556,,,Road steong sen,http://huothsiway.com,010884458,,,,24/7,,"{""addr:housenumber"": ""H168N0"", ""addr:postcode"": ""558"", ""addr:street"": ""Road steong sen"", ""amenity"": ""place_of_worship"", ""email"": ""huothsiway@gmail.com"", ""name"": ""ផ្ទះហួតស៊ីុវេ"", ""opening_hours"": ""24/7"", ""phone"": ""010884458"", ""religion"": ""buddhist"", ""website"": ""http://huothsiway.com""}"
node,4673220189,TaNei Temple,TaNei Temple,,attraction,attraction,,13.4815884,103.9486763,,,,,,,,,,,"{""name:en"": ""TaNei Temple"", ""tourism"": ""attraction""}"
node,4677760393,Stung Treng Bridge,Stung Treng Bridge,,attraction,viewpoint,,13.5371146,105.9904663,,,,,,,,,,,"{""name:en"": ""Stung Treng Bridge"", ""tourism"": ""viewpoint""}"
node,4682352213,Saom Pagoda,,វត្តសោម,cultural,place_of_worship,,10.5609349,104.8503688,,,,,,,,,,,"{""amenity"": ""place_of_worship"", ""name"": ""Saom Pagoda"", ""name:es"": ""Vóat Sáom"", ""name:km"": ""វត្តសោម"", ""religion"": ""buddhist""}"
node,4682352215,Kirichum Daom Pagoda,,វត្តគិរីជុំដោម,cultural,place_of_worship,,10.5895373,104.7814468,,,,,,,,,,,"{""amenity"": ""place_of_worship"", ""name"": ""Kirichum Daom Pagoda"", ""name:km"": ""វត្តគិរីជុំដោម"", ""religion"": ""buddhist""}"
node,4682352216,Phnom Krapeu,,ភ្នំក្រពើ,nature,peak,hiking,10.5975312,104.7308711,,,,,,,,,,,"{""name"": ""Phnom Krapeu"", ""name:km"": ""ភ្នំក្រពើ"", ""natural"": ""peak""}"
node,4682352217,Kiricholasar Pagoda,,,cultural,place_of_worship,,10.6071699,104.7441748,,,,,,,,,,,"{""amenity"": ""place_of_worship"", ""name"": ""Kiricholasar Pagoda"", ""religion"": ""buddhist""}"
node,4682352221,ភ្នំដិន,Phnom Den,ភ្នំដិន,nature,peak,hiking,10.5906821,104.9050026,,,,,,,,,,,"{""ele"": ""218"", ""name"": ""ភ្នំដិន"", ""name:en"": ""Phnom Den"", ""name:km"": ""ភ្នំដិន"", ""name:km-Latn"": ""Phnŭm Dĕn"", ""name:vi"": ""Phnom Den"", ""natural"": ""peak""}"
node,4682352225,Mongkol Yuvong Pagoda,,វត្តមង្គលយូវង្ស,cultural,place_of_worship,,10.6871154,104.7640661,,,,,,,,,,,"{""amenity"": ""place_of_worship"", ""name"": ""Mongkol Yuvong Pagoda"", ""name:km"": ""វត្តមង្គលយូវង្ស"", ""religion"": ""buddhist""}"
node,4682352226,Po Ang Pagoda,,វត្តពោធិ៍អង្គ,cultural,place_of_worship,,10.6949381,104.7679499,,,,,,,,,,,"{""amenity"": ""place_of_worship"", ""name"": ""Po Ang Pagoda"", ""name:km"": ""វត្តពោធិ៍អង្គ"", ""religion"": ""buddhist""}"
node,4682352227,Soberanam Pagoda,,វត្តសូបិណារាម,cultural,place_of_worship,,10.7036856,104.762733,,,,,,,,,,,"{""amenity"": ""place_of_worship"", ""name"": ""Soberanam Pagoda"", ""name:km"": ""វត្តសូបិណារាម"", ""religion"": ""buddhist""}"
node,4682352228,Holy Trinity Church of Kirivong,,,cultural,place_of_worship,,10.7230762,104.7435784,,,,,,,,,,,"{""amenity"": ""place_of_worship"", ""name"": ""Holy Trinity Church of Kirivong"", ""religion"": ""christian""}"
node,4682352229,Prey Choeung Pagoda,,វត្តព្រៃជើង,cultural,place_of_worship,,10.7285641,104.7436607,,,,,,,,,,,"{""amenity"": ""place_of_worship"", ""name"": ""Prey Choeung Pagoda"", ""name:km"": ""វត្តព្រៃជើង"", ""religion"": ""buddhist""}"
node,4682352231,Antoung Tor Pagoda,,វត្តអណ្ដូងទរ,cultural,place_of_worship,,10.7204148,104.7125911,,,,,,,,,,,"{""amenity"": ""place_of_worship"", ""name"": ""Antoung Tor Pagoda"", ""name:km"": ""វត្តអណ្ដូងទរ"", ""religion"": ""buddhist""}"
node,4682352232,Bak Khaeng Hermitage,,អា ស្រម បាក់ ខែង,cultural,place_of_worship,,10.7095677,104.7046499,,,,,,,,,,,"{""amenity"": ""place_of_worship"", ""name"": ""Bak Khaeng Hermitage"", ""name:km"": ""អា ស្រម បាក់ ខែង"", ""religion"": ""buddhist""}"
node,4682789523,Ratanak Mondol Reangsey Pagoda,,វត្តរតនៈមណ្ឌលរង្សី,cultural,place_of_worship,,13.0691992,107.0389623,,,,,,,,,,,"{""amenity"": ""place_of_worship"", ""name"": ""Ratanak Mondol Reangsey Pagoda"", ""name:km"": ""វត្តរតនៈមណ្ឌលរង្សី"", ""religion"": ""buddhist""}"
node,4682789544,Kirirom Pagoda,,វត្តគិរីរម្យ,cultural,place_of_worship,,13.0356834,107.0219973,,,,,,,,,,,"{""amenity"": ""place_of_worship"", ""name"": ""Kirirom Pagoda"", ""name:km"": ""វត្តគិរីរម្យ"", ""religion"": ""buddhist""}"
node,4682865646,Slaeng Pagoda,,វត្តស្លែង,cultural,place_of_worship,,10.6953742,104.6937348,,,,,,,,,,,"{""amenity"": ""place_of_worship"", ""name"": ""Slaeng Pagoda"", ""name:km"": ""វត្តស្លែង"", ""religion"": ""buddhist""}"
node,4682865649,Kampeaeng Pagoda,,វត្តកំពែង,cultural,place_of_worship,,10.6596358,104.7006296,,,,,,,,,,,"{""amenity"": ""place_of_worship"", ""name"": ""Kampeaeng Pagoda"", ""name:km"": ""វត្តកំពែង"", ""religion"": ""buddhist""}"
node,4682865651,Romleach Lake,,រមណីយដ្ឋាន បឹងរំលាច,attraction,attraction,,10.9137413,104.5017814,,,,,,,,,,,"{""name"": ""Romleach Lake"", ""name:km"": ""រមណីយដ្ឋាន បឹងរំលាច"", ""tourism"": ""attraction""}"
node,4682865654,Naray Pagoda,,វត្តនារាយណ៍,cultural,place_of_worship,,10.8801967,104.5317014,,,,,,,,,,,"{""amenity"": ""place_of_worship"", ""name"": ""Naray Pagoda"", ""name:km"": ""វត្តនារាយណ៍"", ""religion"": ""buddhist""}"
